geocell_id,country,num_points,centroid_lat,centroid_lon
106,Australia,155,-22.77329466394272,117.3085237564066
107,Australia,44,-33.13769019724888,124.05273016714976
108,Australia,47,-18.0392648930894,126.15717545223492
109,Australia,65,-24.01526211866213,133.68511208684555
110,Australia,72,-17.88381331491539,135.72766318713957
111,Australia,38,-15.910535061993038,129.6727662342599
112,Australia,50,-13.04939489388181,132.4355689268109
113,Austria,52,48.05751290519266,14.959478217672505
114,Austria,44,47.7753187605848,15.913782725863824
115,Austria,110,46.756782007461695,13.97168333856716
116,Austria,64,47.36048785022985,14.34069147019989
117,Austria,130,47.17985049275072,15.445755454448824
118,Austria,110,48.31467533410616,16.36998063344342
119,Austria,61,48.6131614179359,15.360840370720377
120,Austria,76,48.2172081404947,14.407424412459775
121,Austria,79,48.10904169105704,13.52231421408141
122,Austria,54,47.54457364564983,16.503966936338113
123,Austria,115,47.243676417391306,9.644509391304348
124,Austria,139,47.2075091745949,11.490473327806711
125,Austria,82,47.45574869750263,13.143529578738711
126,Azerbaijan,1,38.96285843580264,46.48625628920897
127,Azerbaijan,1,39.49689337407838,45.41401231894753
128,Azerbaijan,1,41.0433729432811,47.07539944697601
129,Azerbaijan,1,40.61111646598869,46.78041849962625
130,Azerbaijan,1,40.66751074429982,45.99016916312917
131,Azerbaijan,1,40.03285468381631,47.21072987551963
132,Baikonur,2,45.7126505,63.543711
133,Bangladesh,132,23.12729963162105,91.33888891862188
134,Bangladesh,38,21.779070961035718,92.07206510806812
135,Bangladesh,61,22.476214509419723,90.2956607993818
136,Bangladesh,77,24.727588727801027,91.6690600118436
137,Bangladesh,102,24.399011461140404,90.65012151472882
138,Bangladesh,132,23.55854630448246,90.0672174433401
139,Bangladesh,69,24.81150604347826,90.09567878260869
140,Bangladesh,59,25.819546924367422,88.9690132700571
141,Bangladesh,114,24.6090363245614,89.01272592105263
142,Bangladesh,86,23.59061771752224,89.02364067427298
143,Bangladesh,123,22.74388823351636,89.4329990280799
144,Barbados,1,11.833860950761904,-58.96592958025764
145,Belarus,56,53.98299720759786,27.489079649672583
146,Belgium,113,50.99138580315629,3.047728943089288
147,Belgium,133,50.4719838639727,3.92833363980838
148,Belgium,113,50.26355996460177,4.856958619469027
149,Belgium,86,49.99343182818666,5.529490911965578
150,Belgium,133,50.51014833329638,5.698329557613334
151,Belgium,109,51.03559676185863,3.8305457609943177
152,Belgium,102,51.23201871551331,4.714231710886988
153,Belgium,79,50.96802401265823,5.391394430379747
154,Belgium,87,50.88044768965518,4.580635011494253
155,Belgium,39,50.67600566666667,4.582768846153846
156,Belize,1,15.883602,-89.229827
157,Benin,9,9.43294783810196,2.434869352671768
158,Benin,2,6.033541373394158,2.2675972653285754
159,Bermuda,110,32.30989507272727,-64.76023063636363
160,Bhutan,48,27.49382022916667,91.32597025
161,Bhutan,84,27.527344952380957,90.76286997619049
162,Bhutan,93,27.456119763440864,90.06819234408603
163,Bhutan,31,26.983563258064517,89.96280058064517
164,Bhutan,92,27.301056507892305,91.22910543770402
165,Bhutan,86,27.416025441860462,90.50939838372094
166,Bhutan,100,27.09724298,89.45867075
167,Bhutan,66,26.931388145316497,90.45414371367724
168,Bhutan,57,27.03925863157895,91.13300015789474
169,Bhutan,77,27.23299679220779,91.55120963636364
170,Bhutan,88,27.42872200405888,89.64631254605378
171,Bhutan,87,27.369281896551723,89.41545040229884
172,Bhutan,33,27.588430855844223,89.87191597270282
173,Bhutan,48,27.024063979166662,90.10359795833334
174,Bolivia,25,-12.673698502470016,-66.35351780677084
175,Bolivia,204,-16.68563093901376,-68.20346002207668
176,Bolivia,122,-17.408367387919053,-66.10305336267238
177,Bolivia,101,-17.676648153687925,-65.18578360364711
178,Bolivia,119,-18.401188388778845,-67.41968858020941
179,Bolivia,119,-19.60524585021425,-66.06737185703987
180,Bolivia,120,-19.442168372156925,-64.76020100233441
181,Bolivia,59,-17.95327538417415,-64.05837424084571
182,Bolivia,161,-17.435526394043762,-62.93652954787457
183,Bolivia,48,-18.40783978459204,-63.24086980443887
184,Bolivia,42,-17.651794108709442,-60.74950240027939
185,Bolivia,32,-20.049028295956404,-63.3854272155547
186,Bosnia and Herz.,36,43.942426820877216,17.552771840982984
187,Bosnia and Herz.,1,44.81448385374887,19.0343212449518
188,Botswana,49,-18.191199811795038,25.1360493410404
189,Botswana,26,-20.07510710467739,24.67560239481696
190,Botswana,48,-22.369030621819828,27.353341226941552
191,Botswana,58,-23.16814721348068,26.571081048631733
192,Botswana,36,-22.23672913237392,26.586468304641382
193,Botswana,91,-22.422931275112976,28.26334433331995
194,Botswana,53,-20.92575543940268,27.494933533205412
195,Botswana,41,-24.370245159977312,26.110750080909124
196,Botswana,49,-24.94452225517307,25.77955848387252
197,Botswana,72,-24.801833700935784,24.649521796003903
198,Botswana,98,-24.71984599218481,22.042194205320552
199,Botswana,82,-22.36063178337509,21.53999568628124
200,Botswana,48,-19.96135668663497,23.609336817816043
201,Botswana,113,-24.15236949054008,25.07751448098304
202,Botswana,49,-20.507990578628235,22.614164491314774
203,Botswana,27,-19.50651307727853,22.196394462360832
204,Botswana,20,-18.649753560693338,21.939163419953527
205,Botswana,44,-20.352021278886816,24.68482344819573
206,Botswana,66,-21.32683030251091,25.54640051549868
207,Botswana,73,-20.569254642375487,26.233754475192303
208,Botswana,62,-21.010592269244768,27.102707491409976
209,Br. Indian Ocean Ter.,9,-6.295194098399411,72.02686048066585
210,Brazil,53,-28.318218219574792,-53.13645097005518
211,Brazil,66,-31.153533751052976,-50.84538555049643
212,Brazil,101,-24.80375676116005,-51.68551198256484
213,Brazil,79,-27.734919714159098,-49.05018847006174
214,Brazil,51,-6.379721771249106,-69.08003450333787
215,Brazil,103,-4.151193327011934,-61.31333347643813
216,Brazil,55,-10.58607932136197,-63.13632236632903
217,Brazil,98,-12.495044543269044,-58.0297331935948
218,Brazil,103,-13.897561466705092,-53.50097251743256
219,Brazil,114,-4.291618177064715,-45.093755827298914
220,Brazil,80,-7.377060978392423,-42.999708120605135
221,Brazil,89,-4.314532342948082,-39.45765172213678
222,Brazil,57,-31.21698797434907,-54.03006952294629
223,Brazil,83,-5.803809376482994,-36.18714552866241
224,Brazil,46,-8.280119054812731,-38.55037901472279
225,Brazil,67,-11.033418067973289,-35.93377664732004
226,Brazil,120,-12.90206748818748,-39.787146220153005
227,Brazil,85,-12.006226768636656,-43.67210509145219
228,Brazil,53,-19.38436697979284,-39.50014539320588
229,Brazil,73,-23.271028581603463,-41.96752767158379
230,Brazil,129,-22.25514037181744,-48.61353794695725
231,Brazil,141,-16.032328116129502,-49.31117721867045
232,Brazil,199,-18.482116491683414,-43.87860830792116
233,Brazil,36,2.284605115742679,-60.94796770704457
234,Brazil,44,-18.790371187302835,-48.114097186144924
235,Brazil,90,-9.86524525675024,-48.42455216569327
236,Brazil,72,-3.0416730969463144,-54.75998702048581
237,Brazil,57,-2.8347198640655944,-48.57401638464715
238,Brazil,54,-7.701407515343951,-52.19829035876991
239,Brazil,41,-9.344279715571826,-69.87062186861802
240,Brazil,49,1.6739388240269324,-50.91528112746265
241,Brazil,113,-20.595039503127584,-54.48185577469109
242,Brunei,1,4.600265,115.049601
243,Bulgaria,67,42.51360957189622,27.36521361903536
244,Bulgaria,40,42.25382869994983,26.602243730600293
245,Bulgaria,35,43.391793168127,23.810124725018312
246,Bulgaria,36,43.477725166666666,24.67305555555556
247,Bulgaria,40,43.198137625,25.608969025
248,Bulgaria,39,41.54428597435898,25.55922715384615
249,Bulgaria,36,41.6454395733251,24.68594816958961
250,Bulgaria,43,43.16938321131764,27.71570702655714
251,Bulgaria,54,42.27054466251481,24.787162155092616
252,Bulgaria,43,42.38980981395349,25.534412395348834
253,Bulgaria,38,42.64078779027594,26.18352404685596
254,Bulgaria,55,43.26190267234769,26.673772672188605
255,Bulgaria,41,41.91007793458849,25.821088773450374
256,Bulgaria,58,43.02097086575577,24.799064279562064
257,Bulgaria,39,42.17392297435897,24.139222794871795
258,Bulgaria,56,43.670048491799605,23.010048913878112
259,Bulgaria,51,42.66824261984639,23.14313030457736
260,Bulgaria,73,42.74773362786075,23.583920091082224
261,Bulgaria,32,42.2840329375,22.79556384375
262,Bulgaria,61,41.69913292903722,23.415405503077764
263,Bulgaria,63,43.75755974234092,27.620138259143594
264,Bulgaria,47,43.682215887666224,26.252591566596934
265,Burkina Faso,7,11.00470039850602,-3.5539861177479684
266,Burkina Faso,3,13.884869491608734,-1.3161400743737015
267,Burkina Faso,2,11.364042361100246,-0.9613548172285676
268,Burkina Faso,2,12.552943781292242,0.0577521276968013
269,Burundi,5,-3.60159743680409,29.52758598320536
270,Cabo Verde,3,15.248943975935331,-21.336775770191128
271,Cambodia,54,13.160271685185185,106.58621459259258
272,Cambodia,102,12.025608615247643,105.5905343986243
273,Cambodia,47,11.13617119148936,103.57636065957446
274,Cambodia,63,12.25500740055493,104.0659004773598
275,Cambodia,105,12.994932876190475,102.91783846666668
276,Cambodia,76,11.495802644736845,104.38375859210528
277,Cambodia,45,11.179201622222225,105.82451008888889
278,Cambodia,70,11.4046978,105.43534524285715
279,Cambodia,90,11.475000468823808,104.958647067249
280,Cambodia,57,10.971666245614037,104.79673459649123
281,Cambodia,77,10.759577506493509,104.35789137662336
282,Cambodia,58,13.787910637931034,103.0381582586207
283,Cambodia,46,13.310905282608696,105.0256792826087
284,Cambodia,97,13.57130955971889,103.9715533116258
285,Cameroon,25,6.8728241231391705,12.361591184275762
286,Canada,119,50.52816031817361,-118.63747821878395
287,Canada,121,55.729452535088974,-130.21528037188256
288,Canada,62,50.96413817216423,-100.2670131684822
289,Canada,56,50.52441074567172,-96.90039679830598
290,Canada,86,55.84615324302152,-97.1256627882138
291,Canada,138,49.87593981030124,-88.57216760989127
292,Canada,122,45.25392847188661,-79.67869979970189
293,Canada,77,46.34289826807762,-73.1539127015548
294,Canada,44,49.06650513497954,-67.70707786394331
295,Canada,33,48.37772683625308,-77.74359766245038
296,Canada,66,46.792945267931685,-66.27133855832346
297,Canada,96,61.9506695616767,-132.5713325108329
298,Canada,116,56.34475839074861,-123.18102299842664
299,Canada,55,66.12983218086318,-99.7621166906542
300,Canada,86,49.53700114279081,-56.9466355957442
301,Canada,64,45.206808093914574,-63.22062976457059
302,Canada,75,61.8130705164746,-115.59585739320823
303,Canada,50,62.96783780105873,-125.53136311330664
304,Canada,44,68.25507565811225,-122.0918190476018
305,Canada,41,68.71484904386541,-131.72703600411745
306,Canada,22,46.67557581818182,-63.398055500000005
307,Canada,111,50.39293130319189,-125.8181500186076
308,Canada,50,58.47082757817742,-116.44594300578574
309,Canada,70,54.94353098168404,-117.63139323678696
310,Canada,102,51.392820309316335,-113.15065068963249
311,Canada,71,55.38379309641798,-112.37559815764794
312,Canada,107,52.85495795569118,-107.94846719284662
313,Canada,100,51.812186855815305,-103.770516136449
314,Central African Rep.,1,8.482471660036197,24.13481045140759
315,Central African Rep.,1,5.150326993294854,19.31878629772848
316,Central African Rep.,1,6.288773525037172,15.467578039204028
317,Chad,2,11.989788707080542,20.77346481769293
318,Chad,6,9.824515530123712,14.990365306141715
319,Chad,1,16.195271061992386,22.28812068956742
320,Chile,43,-18.6604471771426,-70.3358123771643
321,Chile,82,-20.21823048272067,-69.78423562523227
322,Chile,84,-38.87305473693944,-72.4185291435055
323,Chile,71,-36.70023551259271,-75.31258151517122
324,Chile,49,-39.97516306590101,-72.90107996397352
325,Chile,145,-41.79499128605873,-73.34672437158713
326,Chile,143,-45.91899576434851,-72.43444851024935
327,Chile,82,-52.14389914940539,-71.81178491009489
328,Chile,141,-23.238451672361283,-69.4936218286905
329,Chile,127,-27.420206285477867,-70.75492066123053
330,Chile,102,-30.373706817994368,-72.01064030245692
331,Chile,63,-33.58118754315474,-70.84755608049097
332,Chile,80,-32.86753509178506,-71.62951237016604
333,Chile,70,-35.51058455732365,-71.6866787064324
334,Chile,48,-34.39088958751727,-71.33626820845483
335,Chile,43,-36.514907277498,-72.29044484223904
336,China,77,43.02885110751663,84.79903304241007
337,China,53,30.590983418651625,87.8650501947099
338,China,58,39.952440356151776,109.29530733129502
339,China,30,36.65054662134487,99.04218283903968
340,China,70,29.324748467239363,108.47685965245672
341,Clipperton I.,1,8.638649412570828,-113.08303873131766
342,Colombia,74,1.5452601789562046,-78.06094590517564
343,Colombia,30,0.7829040147991763,-76.6086539420452
344,Colombia,68,6.721850785260039,-75.51081321669133
345,Colombia,63,8.895112544267429,-75.47953336604024
346,Colombia,56,10.32049207268885,-75.02418486355613
347,Colombia,38,10.229534433649052,-74.34083600107442
348,Colombia,30,1.4519362605207458,-75.04059606828599
349,Colombia,56,3.033188596049355,-75.21955380295087
350,Colombia,32,5.30395040625,-75.40032471875
351,Colombia,49,5.238868116640817,-72.21006548612615
352,Colombia,77,3.703109665403929,-73.1973109838794
353,Colombia,51,6.681227915310579,-73.39142205956601
354,Colombia,68,5.051194577782307,-76.06297455131353
355,Colombia,44,4.149700887214144,-75.0800732262323
356,Colombia,64,4.800031100892737,-74.09821708993815
357,Colombia,36,4.6876207621053645,-71.29841719599665
358,Colombia,34,11.443297029411765,-72.6131584117647
359,Colombia,30,9.3987014,-73.54631056666668
360,Colombia,37,7.828411432432433,-72.78611397297297
361,Colombia,38,5.6954571052631575,-73.35744071052632
362,Colombia,44,2.417342473219985,-76.60331550225641
363,Colombia,58,3.959609513299726,-76.33512582285329
364,Comoros,1,-11.276492758530395,43.02937594972167
365,Congo,4,0.7436229367142495,16.342407784037057
366,Congo,5,-3.987259270177037,13.90802877291361
367,Cook Is.,3,-18.216418242974274,-159.14663287413882
368,Coral Sea Is.,2,-20.486422199243705,155.49805540325315
369,Costa Rica,9,8.258414409973078,-86.04194473040543
370,Croatia,71,46.22706016942608,16.55283952485069
371,Croatia,35,45.74640016637071,17.572207919131888
372,Croatia,92,43.43227115686286,16.691739204284254
373,Croatia,46,45.98651223104952,15.935392818419732
374,Croatia,54,45.77779085185185,16.006571314814813
375,Croatia,77,45.22352547727958,14.61017400788252
376,Croatia,49,43.7542061814636,15.97498420279955
377,Croatia,61,44.70682893736794,15.12962753102957
378,Croatia,45,45.73799771111111,16.961930955555555
379,Croatia,48,45.57115793490545,18.53717027682972
380,Croatia,75,45.18710151695598,13.890850432724283
381,Croatia,45,42.84424335093127,17.541851715879474
382,Croatia,70,45.40863284277176,16.362761948964664
383,Croatia,59,45.33195708239109,17.735120462544785
384,Croatia,45,45.34767655555556,15.46156597777778
385,Croatia,110,44.23707736686919,15.65890979632784
386,Croatia,35,45.1827673752709,18.88505246212692
387,Curaçao,136,12.135219727941177,-68.86219658823529
388,Curaçao,100,12.28260557,-69.0920021
389,Curaçao,282,12.15231724822695,-68.95354462411348
390,Curaçao,242,12.124463698347109,-68.90479068181818
391,Curaçao,154,12.096121525974024,-68.85016047402597
392,Curaçao,23,12.355694347826088,-69.13662517391303
393,Curaçao,61,12.21294075409836,-69.03206124590164
394,Cyprus U.N. Buffer Zone,1,35.1124816533776,32.80348303188464
395,Cyprus,1,34.997600623300386,32.95411842866338
396,Czechia,65,50.507414921030616,13.866569516027884
397,Czechia,46,50.66184328260869,14.983915847826086
398,Czechia,42,49.21955567050013,17.70600007259017
399,Czechia,98,49.41338921469054,15.66547705716566
400,Czechia,82,50.04568383351849,14.944778197516609
401,Czechia,90,49.92777562204525,14.135002687713442
402,Czechia,35,50.15460024819998,12.780887916128066
403,Czechia,91,49.60480843914624,13.24457192088892
404,Czechia,125,49.109780403682045,14.457630181571904
405,Czechia,69,50.35004570615187,15.840258360769038
406,Czechia,56,49.72641496731522,17.158755489493576
407,Czechia,60,49.903583662824765,16.117959510883757
408,Czechia,77,49.797247158287306,17.928408305405412
409,Czechia,82,49.08395259517789,16.606273075612336
410,Côte d'Ivoire,11,3.971119538921709,-6.850777310159443
411,Côte d'Ivoire,16,6.162982523060327,-3.9118872817006594
412,Dem. Rep. Congo,41,1.7450929949607594,26.77706306232603
413,Dem. Rep. Congo,31,-3.2289033242445586,28.39742431340257
414,Dem. Rep. Congo,34,-9.23846798267543,27.148472878830443
415,Dem. Rep. Congo,34,-1.5335691832032106,28.1662333347317
416,Denmark,165,55.4358252145276,8.986283754680402
417,Denmark,98,55.20674444209914,10.212550491257176
418,Denmark,216,56.204751453938336,9.165452687254716
419,Denmark,33,56.43071733333333,10.49146496969697
420,Denmark,112,57.11951737745118,10.1266719256083
421,Denmark,76,56.915159127263415,8.941372153303893
422,Denmark,119,55.45945793119123,11.386977763869236
423,Denmark,118,55.14256715566684,11.951548859693755
424,Denmark,105,55.6890967909047,12.919485852096596
425,Djibouti,7,11.396824284828048,42.444826453867606
426,Djibouti,7,12.156327186680546,43.29569472431675
427,Dominican Rep.,101,18.534134782178217,-69.91578178217821
428,Dominican Rep.,175,18.503876548571423,-69.83273284571428
429,Dominican Rep.,52,18.47161957692308,-69.73194221153845
430,Dominican Rep.,56,18.452947089285715,-69.64408178571429
431,Dominican Rep.,96,18.494603479166667,-70.01304110416667
432,Dominican Rep.,60,18.4817311,-69.90878371666666
433,Dominican Rep.,91,18.47125489010989,-69.96255313186813
434,Dominican Rep.,85,19.41334465882353,-70.7165610117647
435,Dominican Rep.,165,19.44698049090909,-70.63550081818182
436,Dominican Rep.,118,19.48860883898305,-70.71032089830508
437,Ecuador,61,0.8178149821447255,-79.55101372990032
438,Ecuador,30,0.6462568,-77.87990156666666
439,Ecuador,50,-2.0333365005655004,-81.70695804955255
440,Ecuador,93,-0.701826148623352,-80.4160948569635
441,Ecuador,34,-2.4712140996389125,-79.1757416377272
442,Ecuador,32,-1.3097233125,-78.56931584375
443,Ecuador,49,-0.7936577657398258,-77.80144928650861
444,Ecuador,40,-1.89548303190326,-78.80108222100304
445,Ecuador,31,-1.7055211916593864,-79.05386997031644
446,Ecuador,34,0.4517174318965695,-78.23803278830684
447,Ecuador,38,-0.8562228164535979,-78.81231757580072
448,Ecuador,40,-1.3461296,-79.53078980000001
449,Ecuador,53,0.0085252447906484,-76.75799354270036
450,Ecuador,69,-0.1673740796455566,-78.5304847011055
451,Ecuador,47,-0.2208404310951791,-79.23890248105411
452,Ecuador,50,-0.4799861927540487,-77.05926482157098
453,Ecuador,50,-1.510133741772735,-77.93113869112089
454,Ecuador,40,-2.538311525866806,-78.25808532635983
455,Ecuador,41,-3.2103156585365853,-79.08699634146342
456,Ecuador,64,-4.098537159998381,-79.6538262359974
457,Ecuador,54,-3.5462053300456384,-79.91288402041882
458,Ecuador,68,-2.046010306283386,-79.7958902593759
459,Egypt,1,22.746028076245068,34.14170460729849
460,El Salvador,1,10.180592380931714,-90.43883199765868
461,Eq. Guinea,12,-0.5611343801940988,5.38928752396204
462,Eritrea,1,12.65136325085608,42.45589272563936
463,Estonia,65,58.33088459283669,25.54533823405493
464,Estonia,105,58.4022169359061,24.50995513346476
465,Estonia,85,59.27518208691967,26.35958589563831
466,Estonia,80,58.370358546388005,22.515096142498518
467,Estonia,45,58.9116586095779,22.590781787635716
468,Estonia,78,58.92330311188845,24.7068213336387
469,Estonia,60,58.95873470018783,25.69887653942892
470,Estonia,44,57.93446204935417,26.1780594522811
471,Estonia,41,57.749133486109415,26.858556919326247
472,Estonia,78,59.2253218945524,27.33856184266084
473,Estonia,46,58.05505804347826,27.13460902173913
474,Estonia,54,58.36026097699199,26.711029447835305
475,Estonia,62,58.70370730667796,26.45542503019973
476,Estonia,69,58.9117517110051,23.72876691724391
477,Estonia,127,59.32207787376994,24.879109174150585
478,Ethiopia,30,6.546400487519488,37.32863563326407
479,Ethiopia,39,10.134392710594891,41.91593722317468
480,Ethiopia,34,11.602675601735704,38.4384346842973
481,Ethiopia,75,7.739661028808355,39.01249874496045
482,Faeroe Is.,77,62.46669970980995,-7.137725675466531
483,Faeroe Is.,97,62.18621020213564,-7.030175924296065
484,Faeroe Is.,24,61.82742756202575,-6.635528285250884
485,Faeroe Is.,64,62.438874152609074,-6.539155238308131
486,Faeroe Is.,54,62.25242146574515,-6.478658802589946
487,Faeroe Is.,37,61.56767452458372,-7.086826975446496
488,Faeroe Is.,78,61.53899152564103,-6.818697384615384
489,Faeroe Is.,57,61.332089183161166,-6.84292749637104
490,Faeroe Is.,46,61.48235613043478,-6.803063195652173
491,Faeroe Is.,81,62.1961137654321,-6.792228481481482
492,Faeroe Is.,61,62.12201436065574,-6.796267327868853
493,Faeroe Is.,28,62.086381107142856,-6.710787214285714
494,Faeroe Is.,89,62.07736747191011,-7.184281674157304
495,Faeroe Is.,44,62.07271404871469,-7.586493302151916
496,Faeroe Is.,123,62.01864045528456,-6.836180650406504
497,Faeroe Is.,47,61.86095719148936,-6.84738285106383
498,Faeroe Is.,25,61.80991344,-6.7318441600000005
499,Finland,71,67.31123951419566,24.424939129685
500,Finland,80,67.81729145109313,27.5910905359122
501,Finland,77,63.079706446410015,23.425191008723697
502,Finland,72,63.13096210631314,27.54062349928772
503,Finland,80,61.91971896964371,27.914025519342346
504,Finland,80,62.47033603888959,25.45994467065745
505,Finland,65,61.673234824744064,23.714844686828247
506,Finland,32,60.94010171314975,24.25194742995737
507,Finland,135,64.87497361437461,26.484900057356302
508,Finland,72,64.49589969273238,28.52522042216269
509,Finland,67,62.85647290584419,30.030476097509183
510,Finland,88,61.07368723447448,27.00592219990853
511,Finland,93,60.35254809494366,24.74500013053225
512,Finland,81,60.48864018462758,22.486103941791697
513,Finland,46,61.59162875816356,22.003442678377752
514,Finland,64,63.02606552148596,22.10090126633281
515,Fr. Polynesia,20,-16.350236812045644,-143.7591571378058
516,Fr. S. Antarctic Lands,4,-18.632358071504683,41.79837323629026
517,France,5,3.976372302176594,-52.9730377796807
518,France,37,50.03368715589352,3.4157619023507166
519,France,45,45.64131394285573,5.319250477828584
520,France,54,46.751172017635135,4.740847366181152
521,France,66,43.94245197734805,3.396079433296193
522,France,64,45.50102083843271,-0.9208294346554652
523,France,43,47.49637999977122,-2.4626246764128497
524,France,46,48.12201348768591,-3.8712538331941455
525,France,54,48.76152921925554,-1.059886238698444
526,France,47,48.761213804993936,0.7605454595208981
527,France,59,49.19730276622564,1.9399901023509023
528,France,33,50.22339923300475,2.188201147470507
529,France,57,48.98868820869614,5.961296327893161
530,France,23,33.84793063911949,14.64701874798454
531,France,54,46.40215238102833,1.4132656602727267
532,France,48,45.40625104987689,1.283944563832585
533,France,46,44.705817694687845,3.124713409206771
534,France,44,47.62631918262525,1.6284493664914377
535,France,34,47.69269404092837,-0.2359048594644533
536,France,42,47.80651127626295,4.797089147532104
537,France,41,48.7565318523985,3.4165270316060097
538,France,40,45.61101902874655,3.534080024685583
539,France,33,47.51926122729274,3.564300345565744
540,France,38,48.11989648410258,6.810619421862231
541,France,31,46.60891761459175,0.0086727884539145
542,France,60,43.84727310294445,6.335991828362908
543,France,39,44.95232488799377,6.323953408802051
544,France,39,43.55094537433097,-0.8373990365081224
545,France,53,43.77035117386124,0.6370633623868858
546,France,46,43.21873348831181,2.7565095596732667
547,France,37,42.56998140135718,1.9227610996086864
548,Gabon,11,-1.2643375064188211,11.096002899617496
549,Gambia,3,13.357599788691363,-16.088359562887508
550,Georgia,22,42.22399962202406,42.20666962165407
551,Germany,63,51.01599628156679,13.352579999093576
552,Germany,109,48.33294782827374,11.640863464938487
553,Germany,99,52.479420212442,13.442854642127497
554,Germany,70,53.7850884375754,12.538366977937354
555,Germany,50,50.48160467644272,8.932654563682773
556,Germany,46,50.87565725129429,11.032238014661257
557,Germany,52,52.06091475717975,11.695242443319668
558,Germany,74,49.7603898843527,10.797589455377814
559,Germany,123,49.835370418484345,6.89935873772695
560,Germany,63,54.18085990342215,9.63553758262891
561,Germany,91,53.064122681114526,8.170168252921323
562,Germany,66,52.38528094139299,10.080409828562232
563,Germany,98,51.30050846649314,7.762670391963812
564,Germany,62,51.63838650234746,6.727841764747411
565,Germany,116,48.56165224046165,9.06875047652586
566,Ghana,96,10.556211267770776,-2.336272012767024
567,Ghana,133,9.261482067981074,-1.194426735335482
568,Ghana,88,6.8679978939021655,0.5802711789536137
569,Ghana,54,7.418504985625031,-2.1554291935235343
570,Ghana,104,5.10382043326528,-2.135190886909322
571,Ghana,117,5.335807447612878,-0.9903483379687636
572,Ghana,142,5.660585100776316,-0.0003626956572484
573,Ghana,102,6.8813891042011,-1.75464068453652
574,Ghana,107,6.391754413665596,-1.4618816576356235
575,Ghana,120,6.126681206009857,-0.4566657656546749
576,Gibraltar,89,36.12225653932584,-5.348504011235955
577,Gibraltar,85,36.135963329411766,-5.350598047058823
578,Greece,70,40.31405514425085,21.434897708715297
579,Greece,71,39.558634629912895,20.64981630258973
580,Greece,51,36.627794907771616,26.233156319544303
581,Greece,32,38.7940944226706,25.99267347997546
582,Greece,47,38.499838342954426,20.37896552691068
583,Greece,143,40.655284930075226,22.99163653604972
584,Greece,102,41.090749683365146,25.157097935071437
585,Greece,107,39.499631084511,22.26942147173195
586,Greece,113,38.64895877618997,22.90105064037784
587,Greece,76,37.79947254497336,23.632746081059867
588,Greece,127,37.25257450067687,22.417825034273207
589,Greece,90,38.2571476623719,21.60454093849137
590,Greece,72,35.25445013472669,24.90361883943812
591,Greenland,17,70.48911711764706,-21.96555317647059
592,Greenland,38,65.64072736842105,-37.0583507368421
593,Greenland,74,67.00958706756757,-50.67539871621622
594,Greenland,29,66.98280913793104,-50.90608851724137
595,Greenland,39,66.92149761538462,-53.58011251282052
596,Greenland,16,65.4915913125,-52.9849726875
597,Greenland,67,68.61894111940298,-52.69257828358209
598,Greenland,53,64.17442960377359,-51.73668573584906
599,Greenland,42,64.23607804761905,-51.40182795238095
600,Greenland,31,60.99818029032258,-45.43084509677419
601,Greenland,35,61.16416877142857,-45.41423714285714
602,Greenland,45,61.15445986666667,-45.55253988888889
603,Greenland,38,65.64089597368421,-37.728058
604,Greenland,26,60.91329084615385,-46.05051930769231
605,Greenland,48,60.720172958333336,-46.0387480625
606,Greenland,22,61.769977363636364,-49.33285963636365
607,Greenland,41,63.53497158536585,-51.085965560975616
608,Greenland,43,64.19144804651162,-51.69523872093024
609,Greenland,57,70.57821129824562,-52.14506219298246
610,Greenland,94,69.15686837234043,-51.75334137234043
611,Greenland,39,73.16311282051282,-56.26359258974359
612,Greenland,16,77.547503125,-69.5780093125
613,Greenland,64,67.0977169375,-50.27121348437501
614,Guam,52,13.584713442307692,144.85681342307691
615,Guam,53,13.53681775471698,144.84448335849055
616,Guam,62,13.367000903225806,144.75501854838708
617,Guam,46,13.282082136594829,144.808302585644
618,Guam,53,13.457795660377355,144.68736405660377
619,Guam,75,13.39511316,144.67459116
620,Guam,38,13.310198657894738,144.66467718421055
621,Guam,34,13.093257824315234,144.71536604670914
622,Guam,135,13.515176022222224,144.82730912592592
623,Guam,70,13.495563,144.78516757142856
624,Guam,85,13.47076751764706,144.75024348235294
625,Guam,45,13.4395994,144.7664436888889
626,Guam,59,13.43818125423729,144.7975431864407
627,Guam,108,13.53962802777778,144.8872362222222
628,Guam,55,13.47293029090909,144.8189481090909
629,Guam,30,13.411442733333333,144.7429609
630,Guatemala,47,14.240836553191487,-89.92096212765956
631,Guatemala,34,14.669813941176471,-89.46735005882353
632,Guatemala,51,14.561579333333333,-91.1919748627451
633,Guatemala,81,14.172838691358024,-90.96867785185184
634,Guatemala,52,14.125018173076922,-90.33325711538464
635,Guatemala,37,14.573265216216218,-90.74022878378378
636,Guatemala,119,14.61171699159664,-90.51413554621848
637,Guatemala,32,14.60152234375,-89.9496649375
638,Guatemala,43,14.72372158139535,-91.20936960465116
639,Guatemala,59,14.847605050847458,-91.60485766101696
640,Guatemala,33,15.065513363636365,-90.46184336363636
641,Guatemala,76,16.678036355263156,-89.71277601315789
642,Guatemala,59,14.885115915254238,-92.0129466440678
643,Guatemala,41,15.40186082926829,-91.67232863414634
